Autauga,Alabama,1502153,59095,,,,,,,,,,,,,,
Denali Borough,Alaska,236319,1593,,,,,,,,,,,,,,
Dillingham Census Area,Alaska,216293,4772,,,,,,,,,,,,,,
Fairbanks North Star Borough,Alaska,5286112,95593,,,,,,,,,,,,,,
Haines Borough,Alaska,91810,2071,,,,,,,,,,,,,,
Hoonah-Angoon Census Area,Alaska,86047,2332,,,,,,,,,,,,,,
Juneau City and Borough,Alaska,2228455,31973,,,,,,,,,,,,,,
Kenai Peninsula Borough,Alaska,2657093,59767,,,,,,,,,,,,,,
Ketchikan Gateway Borough,Alaska,755944,13754,,,,,,,,,,,,,,
Kodiak Island Borough,Alaska,685696,12787,,,,,,,,,,,,,,
Kusilvak Census Area,Alaska,137336,8360,,,,,,,,,,,,,,
Lake and Peninsula Borough,Alaska,93567,1416,,,,,,,,,,,,,,
Matanuska-Susitna Borough,Alaska,2683216,110686,,,,,,,,,,,,,,
Nome Census Area,Alaska,397390,9865,,,,,,,,,,,,,,
North Slope Borough,Alaska,8652395,10972,,,,,,,,,,,,,,
Northwest Arctic Borough,Alaska,588940,7560,,,,,,,,,,,,,,
Petersburg Borough,Alaska,181657,3356,,,,,,,,,,,,,,
Prince of Wales-Hyder Census Area,Alaska,244443,5729,,,,,,,,,,,,,,
Prince of Wales-Outer Ketchikan Census Area,Alaska,,,,,,,,,,,,,,,,
Sitka City and Borough,Alaska,407000,8407,,,,,,,,,,,,,,
Skagway Municipality,Alaska,67785,1132,,,,,,,,,,,,,,
Skagway-Hoonah-Angoon Census Area,Alaska,,,,,,,,,,,,,,,,
Southeast Fairbanks Census Area,Alaska,687226,6970,,,,,,,,,,,,,,
Valdez-Cordova Census Area,Alaska,,,,,,,,,,,,,,,,
Wrangell City and Borough,Alaska,80816,2055,,,,,,,,,,,,,,
Wrangell-Petersburg Census Area,Alaska,,,,,,,,,,,,,,,,
Yakutat City and Borough,Alaska,35990,704,,,,,,,,,,,,,,
Yukon-Koyukuk Census Area,Alaska,277461,5275,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Apache,Arizona,2166490,65623,355,4,0,0,0,0,88,29,14,0,0,0,41,318
Cochise,Arizona,4488149,126050,259,104,2,0,0,0,105,60,45,0,0,308,0,57
Coconino,Arizona,6855346,145052,268,97,0,0,0,0,93,64,45,0,0,360,5,0
Gila,Arizona,1879863,53589,240,115,8,2,0,0,180,80,45,0,0,345,0,20
Graham,Arizona,1206104,39050,,,,,,,,,,,,,,
Greenlee,Arizona,2110512,9404,,,,,,,,,,,,,,
La Paz,Arizona,717494,16408,257,104,0,1,0,0,187,71,45,0,0,357,1,4
Maricopa,Arizona,252098319,4496588,15,125,91,61,73,0,272,213,122,0,1,298,18,48
Mohave,Arizona,5634375,217692,360,2,0,1,0,0,156,34,19,0,0,0,0,363
Navajo,Arizona,2676086,108147,293,71,1,0,0,0,101,61,44,0,0,338,1,26
Pima,Arizona,41618243,1052030,143,208,13,0,0,1,315,85,53,0,0,200,58,107
Pinal,Arizona,9613026,449557,80,240,44,1,0,0,166,105,69,0,0,153,20,192
Santa Cruz,Arizona,1838905,47883,216,142,1,1,0,0,166,70,43,0,0,0,218,142
Yavapai,Arizona,7193227,242253,302,29,0,0,0,0,64,50,44,0,0,331,0,0
Yuma,Arizona,7521194,206990,231,128,5,1,0,0,170,71,46,0,0,229,71,65
,,,,,,,,,,,,,,,,,
Arkansas,Arkansas,1052969,3025891,106,14,0,0,0,0,73,52,30,0,0,0,120,0
Ashley,Arkansas,638769,18674,104,16,0,0,0,0,61,53,31,0,0,0,120,0
Baxter,Arkansas,1364252,42144,,,,,,,,,,,,,,
Benton,Arkansas,16062651,293692,,,,,,,,,,,,,,
Boone,Arkansas,1217234,37830,,,,,,,,,,,,,,
Bradley,Arkansas,308359,10408,,,,,,,,,,,,,,
Calhoun,Arkansas,349137,4741,,,,,,,,,,,,,,
Carroll,Arkansas,869796,28435,,,,,,,,,,,,,,
Chicot,Arkansas,253326,10019,,,,,,,,,,,,,,
Clark,Arkansas,690620,21321,328,10,0,0,0,0,90,45,32,0,0,338,0,0
Clay,Arkansas,326088,14350,,,,,,,,,,,,,,
Cleburne,Arkansas,726944,25015,,,,,,,,,,,,,,
Cleveland,Arkansas,138322,7514,,,,,,,,,,,,,,
Columbia,Arkansas,821461,22672,,,,,,,,,,,,,,
Conway,Arkansas,833848,20873,,,,,,,,,,,,,,
Craighead,Arkansas,4687736,112218,,,,,,,,,,,,,,
Crawford,Arkansas,1603953,60378,,,,,,,,,,,,,,
Crittenden,Arkansas,1614477,47525,294,67,4,0,0,0,122,58,40,0,7,196,162,0
Cross,Arkansas,410290,16681,,,,,,,,,,,,,,
Dallas,Arkansas,213031,6308,,,,,,,,,,,,,,
Desha,Arkansas,516189,11090,,,,,,,,,,,,,,
Drew,Arkansas,563856,17110,,,,,,,,,,,,,,
Faulkner,Arkansas,3574870,125106,,,,,,,,,,,,,,
Franklin,Arkansas,434902,17173,,,,,,,,,,,,,,
Fulton,Arkansas,169793,12145,,,,,,,,,,,,,,
Garland,Arkansas,3164010,100330,96,24,0,0,0,0,77,55,34,0,0,0,120,0
Grant,Arkansas,414064,18090,,,,,,,,,,,,,,
Greene,Arkansas,1399980,46317,,,,,,,,,,,,,,
Hempstead,Arkansas,930944,19694,,,,,,,,,,,,,,
Hot Spring,Arkansas,904301,33148,,,,,,,,,,,,,,
Howard,Arkansas,576614,12698,,,,,,,,,,,,,,
Independence,Arkansas,1624623,37723,,,,,,,,,,,,,,
Izard,Arkansas,254670,13911,,,,,,,,,,,,,,
Jackson,Arkansas,606422,16811,101,19,0,0,0,0,84,55,29,0,0,0,120,0
Jefferson,Arkansas,2848240,65861,,,,,,,,,,,,,,
Johnson,Arkansas,692669,25845,,,,,,,,,,,,,,
Lafayette,Arkansas,145295,6163,,,,,,,,,,,,,,
Lawrence,Arkansas,399878,16292,,,,,,,,,,,,,,
Lee,Arkansas,159360,8619,,,,,,,,,,,,,,
Lincoln,Arkansas,251974,13037,,,,,,,,,,,,,,
Little River,Arkansas,442105,11944,,,,,,,,,,,,,,
Logan,Arkansas,485947,21215,,,,,,,,,,,,,,
Lonoke,Arkansas,1257541,74722,,,,,,,,,,,,,,
Madison,Arkansas,421198,16960,,,,,,,,,,,,,,
Marion,Arkansas,529075,16978,,,,,,,,,,,,,,
Miller,Arkansas,1222230,42649,,,,,,,,,,,,,,
Mississippi,Arkansas,2794555,39661,,,,,,,,,,,,,,
Monroe,Arkansas,178275,6683,,,,,,,,,,,,,,
Montgomery,Arkansas,127442,8611,,,,,,,,,,,,,,
Nevada,Arkansas,223656,8187,,,,,,,,,,,,,,
Newton,Arkansas,91809,7204,347,18,0,0,0,0,74,47,36,0,0,349,16,0
Ouachita,Arkansas,557656,22306,,,,,,,,,,,,,,
Perry,Arkansas,143465,9964,,,,,,,,,,,,,,
Phillips,Arkansas,493915,15906,,,,,,,,,,,,,,
Pike,Arkansas,236014,10066,,,,,,,,,,,,,,
Poinsett,Arkansas,555463,22660,,,,,,,,,,,,,,
Polk,Arkansas,548628,19353,319,41,0,0,0,0,92,53,38,0,0,311,49,0
Pope,Arkansas,2650885,63789,,,,,,,,,,,,,,
Prairie,Arkansas,186113,8135,,,,,,,,,,,,,,
Pulaski,Arkansas,27383801,397821,213,150,2,0,0,0,112,70,47,0,6,102,257,0
Randolph,Arkansas,493477,18865,,,,,,,,,,,,,,
St. Francis,Arkansas,666412,22739,,,,,,,,,,,,,,
Saline,Arkansas,2375427,125233,,,,,,,,,,,,,,
Scott,Arkansas,301468,9822,,,,,,,,,,,,,,
Searcy,Arkansas,159716,7880,,,,,,,,,,,,,,
Sebastian,Arkansas,6255361,128400,,,,,,,,,,,,,,
Sevier,Arkansas,467763,15783,,,,,,,,,,,,,,
Sharp,Arkansas,330406,17622,,,,,,,,,,,,,,
Stone,Arkansas,228327,12481,,,,,,,,,,,,,,
Union,Arkansas,2405297,38340,92,24,0,0,0,0,71,54,36,0,0,0,116,0
Van Buren,Arkansas,512019,15694,,,,,,,,,,,,,,
Washington,Arkansas,11570042,250057,269,95,1,0,0,0,119,62,41,0,0,209,156,0
White,Arkansas,2254589,77207,,,,,,,,,,,,,,
Woodruff,Arkansas,222458,6116,,,,,,,,,,,,,,
Yell,Arkansas,607174,20155,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Alameda,California,130465391,1648556,223,132,9,1,0,0,151,68,45,0,8,177,180,0
Alpine,California,94933,1235,,,,,,,,,,,,,,
Amador,California,1612883,41259,307,54,4,0,0,0,133,67,37,0,0,365,0,0
Butte,California,8094801,208309,198,136,18,11,2,0,233,90,48,0,0,222,140,3
Calaveras,California,1368814,46221,264,91,6,3,0,0,171,76,44,0,0,257,107,0
Colusa,California,1194522,21917,209,140,9,7,0,0,199,73,46,0,0,81,265,19
Contra Costa,California,73533985,1161413,255,105,5,0,0,0,150,67,42,0,0,217,148,0
Del Norte,California,721464,28100,303,20,0,0,0,0,69,45,23,0,0,0,323,0
El Dorado,California,7378023,193221,248,95,16,4,1,1,385,93,43,0,0,352,6,7
Fresno,California,41821044,1013581,102,181,63,18,1,0,278,130,67,0,1,186,161,17
Glenn,California,1092967,28805,282,68,9,6,0,0,181,61,39,0,0,235,114,16
Humboldt,California,5170257,136310,353,12,0,0,0,0,60,40,28,12,0,234,60,59
Imperial,California,8412312,179851,113,223,22,4,1,2,442,97,58,0,1,161,65,138
Inyo,California,1184420,18970,131,191,25,13,2,3,552,115,58,0,0,181,153,31
Kern,California,47528806,917673,65,172,97,29,1,1,316,147,84,0,0,185,159,21
Kings,California,6074335,153443,113,201,40,10,0,1,666,109,61,0,0,139,139,87
Lake,California,1877770,68766,350,5,0,1,0,0,156,43,33,0,0,341,13,2
Lassen,California,1080110,33159,,,,,,,,,,,,,,
Los Angeles,California,711874201,9829544,39,229,70,26,1,0,281,143,77,0,24,166,168,7
Madera,California,5948983,159410,157,173,28,7,0,0,194,100,56,0,0,237,103,25
Marin,California,28590581,260206,313,52,0,0,0,0,87,54,34,0,6,205,154,0
Mariposa,California,752739,17147,212,121,25,7,0,0,161,97,47,0,0,327,38,0
Mendocino,California,3307837,91305,273,84,6,2,0,0,176,65,38,0,0,144,220,1
Merced,California,8986693,286461,184,148,31,2,0,0,162,100,50,0,0,247,113,5
Modoc,California,460062,8661,,,,,,,,,,,,,,
Mono,California,1048415,13247,279,59,12,11,0,3,2723,82,21,0,0,0,228,136
Monterey,California,26112268,437325,321,44,0,0,0,0,80,52,37,0,0,239,108,18
Napa,California,10062765,136207,127,13,0,0,0,0,77,50,38,1,0,101,38,0
Nevada,California,4063224,103487,221,91,34,15,4,0,288,115,45,0,0,240,125,0
Orange,California,238228949,3167809,201,146,18,0,0,0,148,86,49,0,10,210,140,5
Placer,California,22716449,412300,165,152,30,11,5,2,448,115,54,0,0,261,102,2
Plumas,California,867066,19915,123,158,37,26,14,7,436,165,63,0,0,0,365,0
Riverside,California,83850304,2458395,42,187,89,44,2,1,332,158,87,0,0,209,105,51
Sacramento,California,86452222,1588921,189,140,30,5,0,1,316,100,50,0,0,241,120,4
San Benito,California,2418096,66677,320,45,0,0,0,0,100,54,40,0,0,338,20,7
San Bernardino,California,87551000,2194710,42,177,73,61,11,1,487,172,87,0,16,215,119,15
San Diego,California,224954460,3286069,98,251,16,0,0,0,133,90,64,0,4,217,141,3
San Francisco,California,200484675,815201,310,55,0,0,0,0,84,55,36,0,13,212,140,0
San Joaquin,California,30175157,789410,178,171,15,1,0,0,153,84,51,0,0,170,165,30
San Luis Obispo,California,15899992,283159,209,148,8,0,0,0,133,77,48,0,0,246,92,27
San Mateo,California,142240790,737888,329,36,0,0,0,0,89,50,33,0,9,247,109,0
Santa Barbara,California,28531154,446475,300,64,1,0,0,0,101,55,41,0,0,278,84,3
Santa Clara,California,382333994,1885508,228,130,7,0,0,0,147,71,44,0,1,178,186,0
Santa Cruz,California,14951016,267792,339,26,0,0,0,0,77,47,34,0,0,256,109,0
Shasta,California,7496153,182139,234,99,15,15,2,0,216,93,45,0,0,297,68,0
Sierra,California,82035,3283,,,,,,,,,,,,,,
Siskiyou,California,1535958,44118,270,63,7,24,0,0,192,84,40,0,0,219,145,0
Solano,California,26796029,451716,267,95,3,0,0,0,126,62,40,0,1,239,124,1
Sonoma,California,28339324,485887,321,44,0,0,0,0,88,52,33,0,0,217,137,11
Stanislaus,California,21953592,552999,136,182,42,5,0,0,172,105,58,0,0,193,157,15
Sutter,California,3605674,99063,165,177,17,5,0,0,169,90,54,0,0,149,214,1
Tehama,California,1871437,65498,235,94,21,15,0,0,182,100,44,0,0,286,79,0
Trinity,California,359132,16060,233,49,4,23,7,12,622,164,29,0,0,0,328,0
Tulare,California,17361025,477054,78,153,93,39,1,1,537,153,80,0,0,205,151,9
Tuolumne,California,2228425,55810,295,63,2,0,0,0,136,61,41,0,0,360,0,0
Ventura,California,48642160,839784,208,147,10,0,0,0,122,78,48,0,0,278,75,12
Yolo,California,14144241,216986,273,86,4,2,0,0,157,64,39,0,0,269,95,1
Yuba,California,3012115,83421,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Adams,Colorado,27509311,522140,206,136,22,1,0,0,151,93,48,0,56,198,42,69
Alamosa,Colorado,646072,16547,117,2,1,0,0,0,109,26,9,0,0,0,120,0
Arapahoe,Colorado,45899101,654900,222,106,34,3,0,0,161,101,46,0,0,356,9,0
Archuleta,Colorado,525978,13790,269,96,0,0,0,0,93,64,45,0,0,345,0,20
Baca,Colorado,166520,3514,,,,,,,,,,,,,,
Bent,Colorado,131862,5759,,,,,,,,,,,,,,
Boulder,Colorado,29154660,329543,204,126,32,3,0,0,159,100,48,0,0,273,90,2
Broomfield,Colorado,7526018,75325,,,,,,,,,,,,,,
Chaffee,Colorado,801618,20074,,,,,,,,,,,,,,
Cheyenne,Colorado,337847,1707,,,,,,,,,,,,,,
Clear Creek,Colorado,540964,9446,219,128,10,0,0,0,133,77,48,0,0,357,0,0
Conejos,Colorado,196159,7612,,,,,,,,,,,,,,
Costilla,Colorado,75742,3625,,,,,,,,,,,,,,
Crowley,Colorado,122252,6012,,,,,,,,,,,,,,
Custer,Colorado,133894,5045,,,,,,,,,,,,,,
Delta,Colorado,867713,31661,301,62,2,0,0,0,141,56,42,0,0,332,26,7
Denver,Colorado,80159039,711463,161,169,31,4,0,0,166,100,52,0,125,168,72,0
Dolores,Colorado,124781,2397,,,,,,,,,,,,,,
Douglas,Colorado,19195334,368990,215,101,34,8,0,0,177,108,47,0,0,310,48,0
Eagle,Colorado,3877258,55727,,,,,,,,,,,,,,
Elbert,Colorado,710333,27128,,,,,,,,,,,,,,
El Paso,Colorado,35445544,737867,236,101,28,0,0,0,140,93,47,0,0,347,18,0
Fremont,Colorado,1319715,49661,85,1,0,0,0,0,62,28,15,0,0,0,0,86
Garfield,Colorado,4348504,62161,230,130,4,1,0,0,156,74,47,0,0,351,14,0
Gilpin,Colorado,577961,5873,250,94,18,1,0,0,151,84,46,0,0,363,0,0
Grand,Colorado,896020,15860,,,,,,,,,,,,,,
Gunnison,Colorado,1021503,17281,271,92,0,0,0,0,93,64,45,0,0,363,0,0
Hinsdale,Colorado,32817,781,,,,,,,,,,,,,,
Huerfano,Colorado,282328,6920,,,,,,,,,,,,,,
Jackson,Colorado,107640,1363,110,6,0,0,0,0,89,33,5,0,0,0,116,0
Jefferson,Colorado,31080243,579581,222,88,44,11,0,0,172,115,47,0,2,363,0,0
Kiowa,Colorado,109473,1452,,,,,,,,,,,,,,
Kit Carson,Colorado,461910,6950,,,,,,,,,,,,,,
Lake,Colorado,305099,7407,,,,,,,,,,,,,,
La Plata,Colorado,3277902,56250,249,111,4,0,0,0,140,71,47,1,0,349,14,0
Larimer,Colorado,20344512,362533,197,133,32,3,0,0,156,100,50,0,0,332,33,0
Las Animas,Colorado,653543,14633,,,,,,,,,,,,,,
Lincoln,Colorado,368216,5688,,,,,,,,,,,,,,
Logan,Colorado,993254,21487,,,,,,,,,,,,,,
Mesa,Colorado,6142260,157335,278,85,2,0,0,0,139,64,44,0,0,310,55,0
Mineral,Colorado,52011,924,,,,,,,,,,,,,,
Moffat,Colorado,992227,13185,,,,,,,,,,,,,,
Montezuma,Colorado,1758343,26175,281,82,2,0,0,0,115,64,44,0,0,364,1,0
Montrose,Colorado,1547808,43168,,,,,,,,,,,,,,
Morgan,Colorado,1479579,29008,,,,,,,,,,,,,,
Otero,Colorado,582144,18594,,,,,,,,,,,,,,
Ouray,Colorado,287242,5035,,,,,,,,,,,,,,
Park,Colorado,440027,17720,,,,,,,,,,,,,,
Phillips,Colorado,191542,4512,,,,,,,,,,,,,,
Pitkin,Colorado,2088162,17348,117,5,0,0,0,0,88,32,12,0,0,0,33,89
Prowers,Colorado,519846,11996,345,14,1,0,0,1,576,39,19,0,0,0,0,361
Pueblo,Colorado,6008543,169622,208,11,1,0,0,0,138,38,21,0,0,0,66,154
Rio Blanco,Colorado,748521,6476,251,109,4,1,0,0,155,77,45,0,0,333,32,0
Rio Grande,Colorado,427656,11408,,,,,,,,,,,,,,
Routt,Colorado,1858714,25091,347,7,0,0,0,0,68,31,15,0,0,0,0,354
Saguache,Colorado,203696,6471,,,,,,,,,,,,,,
San Juan,Colorado,35570,733,117,2,0,0,0,0,76,25,7,0,0,0,119,0
San Miguel,Colorado,625711,8074,115,2,0,0,0,0,52,29,14,0,0,0,0,117
Sedgwick,Colorado,84017,2336,,,,,,,,,,,,,,
Summit,Colorado,2463720,30941,,,,,,,,,,,,,,
Teller,Colorado,918704,24926,,,,,,,,,,,,,,
Washington,Colorado,194032,4861,,,,,,,,,,,,,,
Weld,Colorado,21188168,340036,199,132,33,1,0,0,154,100,49,0,1,287,77,0
Yuma,Colorado,509579,9941,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Fairfield,Connecticut,79181882,959768,277,67,13,6,0,0,185,71,42,0,24,176,163,0
Hartford,Connecticut,76805736,896854,296,66,3,0,0,0,136,58,37,0,22,209,134,0
Litchfield,Connecticut,7602452,185000,320,41,3,0,0,0,142,54,37,1,0,305,58,0
Middlesex,Connecticut,8746136,164759,171,25,10,1,0,0,151,80,39,0,0,207,0,0
New Haven,Connecticut,47714962,863700,281,70,12,2,0,0,159,66,40,0,19,204,137,5
New London,Connecticut,17008630,268805,311,45,7,0,0,0,129,55,36,0,0,179,184,0
Tolland,Connecticut,5105519,150293,170,30,1,0,0,0,101,58,39,0,0,201,0,0
Windham,Connecticut,4471224,116418,331,29,1,0,0,0,140,48,34,0,0,361,0,0
,,,,,,,,,,,,,,,,,
Kent,Delaware,8129576,184149,308,50,2,0,0,0,108,54,38,0,0,260,100,0
New Castle,Delaware,43989132,571708,262,99,4,0,0,0,144,64,43,0,5,216,144,0
Sussex,Delaware,12382966,247527,321,44,0,0,0,0,100,52,38,0,0,275,90,0
,,,,,,,,,,,,,,,,,
District of Columbia,District of Columbia,126982975,670050,252,105,7,1,0,0,153,68,44,0,35,175,155,0
,,,,,,,,,,,,,,,,,
Alachua,Florida,13560730,279238,350,14,0,0,0,0,84,46,34,0,0,230,134,0
Baker,Florida,649941,28715,330,35,0,0,0,0,87,50,35,0,0,206,159,0
Bay,Florida,8291985,179168,324,41,0,0,0,0,76,51,39,0,0,178,187,0
Bradford,Florida,627864,28540,,,,,,,,,,,,,,
Brevard,Florida,26063192,616628,320,45,0,0,0,0,82,52,40,0,0,217,148,0
Broward,Florida,104922673,1930983,280,84,1,0,0,0,103,57,42,0,10,152,203,0
Calhoun,Florida,261426,13641,,,,,,,,,,,,,,
Charlotte,Florida,5606798,194843,,,,,,,,,,,,,,
Citrus,Florida,4151554,158083,326,34,0,0,0,0,81,50,33,0,0,0,360,0
Clay,Florida,5190345,222361,,,,,,,,,,,,,,
Collier,Florida,19298525,385980,330,33,0,0,0,0,79,50,36,0,0,190,173,0
Columbia,Florida,2293640,70385,322,42,0,0,0,0,77,51,37,0,0,168,196,0
DeSoto,Florida,935790,34408,,,,,,,,,,,,,,
Dixie,Florida,300476,17102,,,,,,,,,,,,,,
Duval,Florida,64216389,999935,274,91,0,0,0,0,93,58,43,0,0,128,237,0
Escambia,Florida,15075160,322390,297,68,0,0,0,0,72,55,41,0,0,172,193,0
Flagler,Florida,2932538,120932,344,9,0,0,0,0,67,44,33,0,0,353,0,0
Franklin,Florida,364137,12572,,,,,,,,,,,,,,
Gadsden,Florida,1193546,43714,,,,,,,,,,,,,,
Gilchrist,Florida,371967,18360,,,,,,,,,,,,,,
Glades,Florida,347556,12234,,,,,,,,,,,,,,
Gulf,Florida,428090,14363,,,,,,,,,,,,,,
Hamilton,Florida,418119,13993,297,39,0,0,0,0,65,51,35,0,0,0,336,0
Hardee,Florida,992754,25425,,,,,,,,,,,,,,
Hendry,Florida,1313038,40313,,,,,,,,,,,,,,
Hernando,Florida,4298015,200638,,,,,,,,,,,,,,
Highlands,Florida,2428533,103296,344,14,0,0,0,0,93,46,33,0,0,358,0,0
Hillsborough,Florida,91387771,1478194,276,88,1,0,0,0,129,60,44,0,0,173,190,2
Holmes,Florida,389389,19784,313,49,0,0,0,0,71,52,38,0,0,126,236,0
Indian River,Florida,6557964,163662,345,15,0,0,0,0,74,47,36,0,0,360,0,0
Jackson,Florida,1280330,47694,,,,,,,,,,,,,,
Jefferson,Florida,299829,14555,,,,,,,,,,,,,,
Lafayette,Florida,159324,8382,,,,,,,,,,,,,,
Lake,Florida,10123924,395804,338,18,0,0,0,0,87,48,34,0,0,356,0,0
Lee,Florida,32191829,787976,332,33,0,0,0,0,97,50,36,0,0,241,120,4
Leon,Florida,14248663,292817,300,65,0,0,0,0,77,55,39,0,0,136,229,0
Levy,Florida,1018601,44158,,,,,,,,,,,,,,
Liberty,Florida,227372,7900,358,6,0,0,0,0,61,44,32,0,0,364,0,0
Madison,Florida,396448,18288,,,,,,,,,,,,,,
Manatee,Florida,15010773,412703,355,10,0,0,0,0,93,45,32,0,0,365,0,0
Marion,Florida,10436152,385915,320,44,1,0,0,0,101,51,37,0,0,242,123,0
Martin,Florida,7470991,159942,325,40,0,0,0,0,87,51,38,0,0,179,186,0
Miami-Dade,Florida,151903098,2662777,299,64,2,0,0,0,135,59,41,0,32,152,181,0
Monroe,Florida,4907293,82170,,,,,,,,,,,,,,
Nassau,Florida,2753719,94189,,,,,,,,,,,,,,
Okaloosa,Florida,12082625,213255,359,6,0,0,0,0,61,44,33,0,0,357,0,8
Okeechobee,Florida,1669033,40266,,,,,,,,,,,,,,
Orange,Florida,94827932,1422746,331,34,0,0,0,0,87,50,35,0,0,292,66,7
Osceola,Florida,11025087,403282,339,16,0,0,0,0,93,46,33,0,0,355,0,0
